SampleID	Diversity	DiversityID	Pert1	Pert2	Temp	pH	Phylogenetic.Resolution
31H-A-DNA_Reads_non_singletons_gap	2.745006515	Total	Temp	Perturbed	35	4.5	100
33H-A-DNA_Reads_non_singletons_gap	3.197348765	Total	Temp	Perturbed	35	7.5	100
34H-A-DNA_Reads_non_singletons_gap	3.332882072	Total	Temp	Perturbed	35	7.5	100
35H-A-DNA_Reads_non_singletons_gap	3.372124518	Total	Temp	Perturbed	35	7.5	100
37H-A-DNA_Reads_non_singletons_gap	3.15255011	Total	pH	Maintained	25	6	100
38H-A-DNA_Reads_non_singletons_gap	3.179829175	Total	pH	Maintained	25	6	100
39H-A-DNA_Reads_non_singletons_gap	3.154951962	Total	pH	Maintained	25	6	100
41H-A-DNA_Reads_non_singletons_gap	3.387971076	Total	pH	Maintained	15	6	100
42H-A-DNA_Reads_non_singletons_gap	3.457714734	Total	pH	Maintained	15	6	100
43H-A-DNA_Reads_non_singletons_gap	3.420562581	Total	pH	Maintained	15	6	100
45H-A-DNA_Reads_non_singletons_gap	2.738509356	Total	pH	Maintained	35	6	100
46H-A-DNA_Reads_non_singletons_gap	2.567590751	Total	pH	Maintained	35	6	100
47H-A-DNA_Reads_non_singletons_gap	2.333173733	Total	pH	Maintained	35	6	100
49H-A-DNA_Reads_non_singletons_gap	2.591446245	Total	pH	Perturbed	25	4.5	100
50H-A-DNA_Reads_non_singletons_gap	2.87474162	Total	pH	Perturbed	25	4.5	100
51H-A-DNA_Reads_non_singletons_gap	2.180741898	Total	pH	Perturbed	25	4.5	100
53H-A-DNA_Reads_non_singletons_gap	2.953222574	Total	pH	Perturbed	15	4.5	100
54H-A-DNA_Reads_non_singletons_gap	2.804376433	Total	pH	Perturbed	15	4.5	100
55H-A-DNA_Reads_non_singletons_gap	2.929213271	Total	pH	Perturbed	15	4.5	100
57H-A-DNA_Reads_non_singletons_gap	2.680460588	Total	pH	Perturbed	35	4.5	100
58H-A-DNA_Reads_non_singletons_gap	2.63314815	Total	pH	Perturbed	35	4.5	100
59H-A-DNA_Reads_non_singletons_gap	2.673471444	Total	pH	Perturbed	35	4.5	100
62H-A-DNA_Reads_non_singletons_gap	2.646295951	Total	pH	Perturbed	25	7.5	100
63H-A-DNA_Reads_non_singletons_gap	2.766753043	Total	pH	Perturbed	25	7.5	100
64H-A-DNA_Reads_non_singletons_gap	2.810940881	Total	pH	Perturbed	25	7.5	100
65H-A-DNA_Reads_non_singletons_gap	3.281151106	Total	pH	Perturbed	15	7.5	100
66H-A-DNA_Reads_non_singletons_gap	3.31446931	Total	pH	Perturbed	15	7.5	100
67H-A-DNA_Reads_non_singletons_gap	3.234500383	Total	pH	Perturbed	15	7.5	100
69H-A-DNA_Reads_non_singletons_gap	2.860214696	Total	pH	Perturbed	35	7.5	100
70H-A-DNA_Reads_non_singletons_gap	2.705405642	Total	pH	Perturbed	35	7.5	100
71H-A-DNA_Reads_non_singletons_gap	2.754686797	Total	pH	Perturbed	35	7.5	100
AOA65_Reads_non_singletons_gap	2.215739818	Active	Temp	Perturbed	35	7.5	100
AOA66_Reads_non_singletons_gap	2.461665116	Active	Temp	Perturbed	35	7.5	100
AOA68_Reads_non_singletons_gap	3.022766615	Active	Temp	Perturbed	35	7.5	100
AOA73_Reads_non_singletons_gap	3.082810936	Active	pH	Maintained	25	6	100
AOA74_Reads_non_singletons_gap	3.000838666	Active	pH	Maintained	25	6	100
AOA76_Reads_non_singletons_gap	3.023445837	Active	pH	Maintained	25	6	100
AOA81_Reads_non_singletons_gap	2.623087386	Active	pH	Maintained	15	6	100
AOA83_Reads_non_singletons_gap	2.413107642	Active	pH	Maintained	15	6	100
AOA84_Reads_non_singletons_gap	4.323927632	Active	pH	Maintained	15	6	100
AOA97_Reads_non_singletons_gap	4.048238939	Active	pH	Perturbed	25	4.5	100
AOA99_Reads_non_singletons_gap	4.232923205	Active	pH	Perturbed	25	4.5	100
AOA100_Reads_non_singletons_gap	3.452628014	Active	pH	Perturbed	25	4.5	100
Sample101	0	Active	pH	Perturbed	15	4.5	100
Sample102	0	Active	pH	Perturbed	15	4.5	100
Sample103	0	Active	pH	Perturbed	15	4.5	100
Sample104	0	Active	pH	Perturbed	35	4.5	100
Sample105	0	Active	pH	Perturbed	35	4.5	100
Sample106	0	Active	pH	Perturbed	35	4.5	100
AOA123_Reads_non_singletons_gap	2.810362373	Active	pH	Perturbed	25	7.5	100
Sample124	0	Active	pH	Perturbed	15	7.5	100
Sample125	0	Active	pH	Perturbed	15	7.5	100
Sample126	0	Active	pH	Perturbed	15	7.5	100
AOA138_Reads_non_singletons_gap	3.468257903	Active	pH	Perturbed	35	7.5	100
AOA139_Reads_non_singletons_gap	2.760907365	Active	pH	Perturbed	35	7.5	100
AOA140_Reads_non_singletons_gap	2.105862567	Active	pH	Perturbed	35	7.5	100
Macrogen_AOA_17	5.059896276	Active	Temp	Maintained	25	7.5	100
NBAF01-A1_Reads_non_singletons_gap	3.558305545	Active	Temp	Maintained	25	6	100
NBAF02-A2_Reads_non_singletons_gap	3.304940949	Active	Temp	Maintained	25	6	100
NBAF03-A3_Reads_non_singletons_gap	3.173994291	Active	Temp	Maintained	25	6	100
NBAF07-A7_Reads_non_singletons_gap	4.165004474	Active	Temp	Maintained	25	4.5	100
NBAF08-A8_Reads_non_singletons_gap	4.089461434	Active	Temp	Maintained	25	4.5	100
NBAF09-A9_Reads_non_singletons_gap	4.027216672	Active	Temp	Maintained	25	4.5	100
NBAF13-A13_Reads_non_singletons_gap	3.255926014	Active	Temp	Perturbed	15	6	100
NBAF14-A14_Reads_non_singletons_gap	3.291688328	Active	Temp	Perturbed	15	6	100
NBAF15-A15_Reads_non_singletons_gap	3.060602046	Active	Temp	Perturbed	15	6	100
Sample16	0	Active	Temp	Perturbed	15	4.5	100
Sample17	0	Active	Temp	Perturbed	15	4.5	100
Sample18	0	Active	Temp	Perturbed	15	4.5	100
NBAF19-A19_Reads_non_singletons_gap	1.001715938	Active	Temp	Perturbed	35	6	100
NBAF20-A20_Reads_non_singletons_gap	0.597889313	Active	Temp	Perturbed	35	6	100
NBAF21-A21_Reads_non_singletons_gap	0.92894156	Active	Temp	Perturbed	35	6	100
Sample22	0	Active	Temp	Perturbed	35	4.5	100
Sample23	0	Active	Temp	Perturbed	35	4.5	100
Sample24	0	Active	Temp	Perturbed	35	4.5	100
NBAF26-A26_Reads_non_singletons_gap	4.095210257	Active	Temp	Maintained	25	7.5	100
NBAF27-A27_Reads_non_singletons_gap	4.248558755	Active	Temp	Maintained	25	7.5	100
NBAF31-A31_Reads_non_singletons_gap	3.699749603	Active	Temp	Perturbed	15	7.5	100
NBAF32-A32_Reads_non_singletons_gap	3.663901959	Active	Temp	Perturbed	15	7.5	100
NBAF33-A33_Reads_non_singletons_gap	3.449132127	Active	Temp	Perturbed	15	7.5	100
NBAF43-A43_Reads_non_singletons_gap	0.681491041	Active	pH	Maintained	35	6	100
NBAF44-A44_Reads_non_singletons_gap	0.549783364	Active	pH	Maintained	35	6	100
NBAF45-A45_Reads_non_singletons_gap	0.844932944	Active	pH	Maintained	35	6	100
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	100
NBAF72-A74_reads_without_singletons_id_1	4.003847939	Active	pH	Perturbed	25	7.5	100
2H-A-DNA_Reads_non_singletons_gap	2.484419213	Total	Temp	Maintained	25	6	95
3H-A-DNA_Reads_non_singletons_gap	2.545532836	Total	Temp	Maintained	25	6	95
4H-A-DNA_Reads_non_singletons_gap	2.490429006	Total	Temp	Maintained	25	6	95
5H-A-DNA_Reads_non_singletons_gap	2.677788335	Total	Temp	Maintained	25	4.5	95
6H-A-DNA_Reads_non_singletons_gap	2.717703013	Total	Temp	Maintained	25	4.5	95
7H-A-DNA_Reads_non_singletons_gap	2.700375518	Total	Temp	Maintained	25	4.5	95
9H-A-DNA_Reads_non_singletons_gap	2.172225484	Total	Temp	Maintained	25	7.5	95
10H-A-DNA_Reads_non_singletons_gap	2.208810884	Total	Temp	Maintained	25	7.5	95
11H-A-DNA_Reads_non_singletons_gap	2.290146701	Total	Temp	Maintained	25	7.5	95
13H-A-DNA_Reads_non_singletons_gap	2.4186426	Total	Temp	Perturbed	15	6	95
14H-A-DNA_Reads_non_singletons_gap	2.230762305	Total	Temp	Perturbed	15	6	95
15H-A-DNA_Reads_non_singletons_gap	2.410532031	Total	Temp	Perturbed	15	6	95
17H-A-DNA_Reads_non_singletons_gap	2.633082476	Total	Temp	Perturbed	15	4.5	95
18H-A-DNA_Reads_non_singletons_gap	2.73183967	Total	Temp	Perturbed	15	4.5	95
19H-A-DNA_Reads_non_singletons_gap	2.618401586	Total	Temp	Perturbed	15	4.5	95
21H-A-DNA_Reads_non_singletons_gap	2.489683137	Total	Temp	Perturbed	15	7.5	95
22H-A-DNA_Reads_non_singletons_gap	2.01908187	Total	Temp	Perturbed	15	7.5	95
23H-A-DNA_Reads_non_singletons_gap	2.002436403	Total	Temp	Perturbed	15	7.5	95
26H-A-DNA_Reads_non_singletons_gap	2.24741569	Total	Temp	Perturbed	35	6	95
27H-A-DNA_Reads_non_singletons_gap	2.367783205	Total	Temp	Perturbed	35	6	95
28H-A-DNA_Reads_non_singletons_gap	2.425916383	Total	Temp	Perturbed	35	6	95
29H-A-DNA_Reads_non_singletons_gap	1.669240005	Total	Temp	Perturbed	35	4.5	95
30H-A-DNA_Reads_non_singletons_gap	1.568547731	Total	Temp	Perturbed	35	4.5	95
31H-A-DNA_Reads_non_singletons_gap	1.601044435	Total	Temp	Perturbed	35	4.5	95
33H-A-DNA_Reads_non_singletons_gap	2.372924819	Total	Temp	Perturbed	35	7.5	95
34H-A-DNA_Reads_non_singletons_gap	2.472158276	Total	Temp	Perturbed	35	7.5	95
35H-A-DNA_Reads_non_singletons_gap	2.483113942	Total	Temp	Perturbed	35	7.5	95
37H-A-DNA_Reads_non_singletons_gap	2.558620961	Total	pH	Maintained	25	6	95
38H-A-DNA_Reads_non_singletons_gap	2.475867406	Total	pH	Maintained	25	6	95
39H-A-DNA_Reads_non_singletons_gap	2.452408279	Total	pH	Maintained	25	6	95
41H-A-DNA_Reads_non_singletons_gap	2.619925773	Total	pH	Maintained	15	6	95
42H-A-DNA_Reads_non_singletons_gap	2.67190133	Total	pH	Maintained	15	6	95
43H-A-DNA_Reads_non_singletons_gap	2.637173898	Total	pH	Maintained	15	6	95
45H-A-DNA_Reads_non_singletons_gap	2.191463819	Total	pH	Maintained	35	6	95
46H-A-DNA_Reads_non_singletons_gap	2.070290402	Total	pH	Maintained	35	6	95
47H-A-DNA_Reads_non_singletons_gap	1.866487367	Total	pH	Maintained	35	6	95
49H-A-DNA_Reads_non_singletons_gap	1.924807284	Total	pH	Perturbed	25	4.5	95
50H-A-DNA_Reads_non_singletons_gap	1.997163484	Total	pH	Perturbed	25	4.5	95
51H-A-DNA_Reads_non_singletons_gap	1.436357425	Total	pH	Perturbed	25	4.5	95
53H-A-DNA_Reads_non_singletons_gap	2.268603236	Total	pH	Perturbed	15	4.5	95
54H-A-DNA_Reads_non_singletons_gap	2.122132161	Total	pH	Perturbed	15	4.5	95
55H-A-DNA_Reads_non_singletons_gap	2.247999322	Total	pH	Perturbed	15	4.5	95
57H-A-DNA_Reads_non_singletons_gap	1.929696867	Total	pH	Perturbed	35	4.5	95
58H-A-DNA_Reads_non_singletons_gap	1.949292525	Total	pH	Perturbed	35	4.5	95
59H-A-DNA_Reads_non_singletons_gap	1.969500625	Total	pH	Perturbed	35	4.5	95
62H-A-DNA_Reads_non_singletons_gap	2.002029376	Total	pH	Perturbed	25	7.5	95
63H-A-DNA_Reads_non_singletons_gap	2.039256463	Total	pH	Perturbed	25	7.5	95
64H-A-DNA_Reads_non_singletons_gap	2.057579883	Total	pH	Perturbed	25	7.5	95
65H-A-DNA_Reads_non_singletons_gap	2.505606518	Total	pH	Perturbed	15	7.5	95
66H-A-DNA_Reads_non_singletons_gap	2.578565421	Total	pH	Perturbed	15	7.5	95
67H-A-DNA_Reads_non_singletons_gap	2.498611103	Total	pH	Perturbed	15	7.5	95
69H-A-DNA_Reads_non_singletons_gap	2.147680477	Total	pH	Perturbed	35	7.5	95
70H-A-DNA_Reads_non_singletons_gap	1.972410585	Total	pH	Perturbed	35	7.5	95
71H-A-DNA_Reads_non_singletons_gap	2.017123827	Total	pH	Perturbed	35	7.5	95
AOA65_Reads_non_singletons_gap	1.256928589	Active	Temp	Perturbed	35	7.5	95
AOA66_Reads_non_singletons_gap	1.890807092	Active	Temp	Perturbed	35	7.5	95
AOA68_Reads_non_singletons_gap	1.191879577	Active	Temp	Perturbed	35	7.5	95
AOA73_Reads_non_singletons_gap	1.201347219	Active	pH	Maintained	25	6	95
AOA74_Reads_non_singletons_gap	1.606135228	Active	pH	Maintained	25	6	95
AOA76_Reads_non_singletons_gap	2.38893005	Active	pH	Maintained	25	6	95
AOA81_Reads_non_singletons_gap	2.204880078	Active	pH	Maintained	15	6	95
AOA83_Reads_non_singletons_gap	1.974394625	Active	pH	Maintained	15	6	95
AOA84_Reads_non_singletons_gap	2.821812392	Active	pH	Maintained	15	6	95
AOA97_Reads_non_singletons_gap	2.758649197	Active	pH	Perturbed	25	4.5	95
AOA99_Reads_non_singletons_gap	2.775455846	Active	pH	Perturbed	25	4.5	95
AOA100_Reads_non_singletons_gap	2.346473443	Active	pH	Perturbed	25	4.5	95
Sample101	0	Active	pH	Perturbed	15	4.5	95
Sample102	0	Active	pH	Perturbed	15	4.5	95
Sample103	0	Active	pH	Perturbed	15	4.5	95
Sample104	0	Active	pH	Perturbed	35	4.5	95
Sample105	0	Active	pH	Perturbed	35	4.5	95
Sample106	0	Active	pH	Perturbed	35	4.5	95
AOA123_Reads_non_singletons_gap	2.087977774	Active	pH	Perturbed	25	7.5	95
Sample124	0	Active	pH	Perturbed	15	7.5	95
Sample125	0	Active	pH	Perturbed	15	7.5	95
Sample126	0	Active	pH	Perturbed	15	7.5	95
AOA138_Reads_non_singletons_gap	2.415445673	Active	pH	Perturbed	35	7.5	95
AOA139_Reads_non_singletons_gap	1.585715379	Active	pH	Perturbed	35	7.5	95
AOA140_Reads_non_singletons_gap	0.983821961	Active	pH	Perturbed	35	7.5	95
Macrogen_AOA_17	2.371380195	Active	Temp	Maintained	25	7.5	95
NBAF01-A1_Reads_non_singletons_gap	2.445720409	Active	Temp	Maintained	25	6	95
NBAF02-A2_Reads_non_singletons_gap	2.169025701	Active	Temp	Maintained	25	6	95
NBAF03-A3_Reads_non_singletons_gap	2.095663201	Active	Temp	Maintained	25	6	95
NBAF07-A7_Reads_non_singletons_gap	2.865069985	Active	Temp	Maintained	25	4.5	95
NBAF08-A8_Reads_non_singletons_gap	2.764701624	Active	Temp	Maintained	25	4.5	95
NBAF09-A9_Reads_non_singletons_gap	2.663331453	Active	Temp	Maintained	25	4.5	95
NBAF13-A13_Reads_non_singletons_gap	2.060724235	Active	Temp	Perturbed	15	6	95
NBAF14-A14_Reads_non_singletons_gap	2.046618398	Active	Temp	Perturbed	15	6	95
NBAF15-A15_Reads_non_singletons_gap	2.047309381	Active	Temp	Perturbed	15	6	95
Sample16	0	Active	Temp	Perturbed	15	4.5	95
Sample17	0	Active	Temp	Perturbed	15	4.5	95
Sample18	0	Active	Temp	Perturbed	15	4.5	95
NBAF19-A19_Reads_non_singletons_gap	0.705422702	Active	Temp	Perturbed	35	6	95
NBAF20-A20_Reads_non_singletons_gap	0.508520957	Active	Temp	Perturbed	35	6	95
NBAF21-A21_Reads_non_singletons_gap	0.786883546	Active	Temp	Perturbed	35	6	95
Sample22	0	Active	Temp	Perturbed	35	4.5	95
Sample23	0	Active	Temp	Perturbed	35	4.5	95
Sample24	0	Active	Temp	Perturbed	35	4.5	95
NBAF26-A26_Reads_non_singletons_gap	1.807695344	Active	Temp	Maintained	25	7.5	95
NBAF27-A27_Reads_non_singletons_gap	1.982030402	Active	Temp	Maintained	25	7.5	95
NBAF31-A31_Reads_non_singletons_gap	1.320697437	Active	Temp	Perturbed	15	7.5	95
NBAF32-A32_Reads_non_singletons_gap	1.321749574	Active	Temp	Perturbed	15	7.5	95
NBAF33-A33_Reads_non_singletons_gap	1.307555781	Active	Temp	Perturbed	15	7.5	95
NBAF43-A43_Reads_non_singletons_gap	0.538960791	Active	pH	Maintained	35	6	95
NBAF44-A44_Reads_non_singletons_gap	0.430608473	Active	pH	Maintained	35	6	95
NBAF45-A45_Reads_non_singletons_gap	0.664128417	Active	pH	Maintained	35	6	95
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	95
NBAF72-A74_reads_without_singletons_id_1	2.041967708	Active	pH	Perturbed	25	7.5	95
2H-A-DNA_Reads_non_singletons_gap	2.141398751	Total	Temp	Maintained	25	6	90
3H-A-DNA_Reads_non_singletons_gap	2.177439564	Total	Temp	Maintained	25	6	90
4H-A-DNA_Reads_non_singletons_gap	2.131221083	Total	Temp	Maintained	25	6	90
5H-A-DNA_Reads_non_singletons_gap	1.821837142	Total	Temp	Maintained	25	4.5	90
6H-A-DNA_Reads_non_singletons_gap	1.850132741	Total	Temp	Maintained	25	4.5	90
7H-A-DNA_Reads_non_singletons_gap	1.882680223	Total	Temp	Maintained	25	4.5	90
9H-A-DNA_Reads_non_singletons_gap	1.748392896	Total	Temp	Maintained	25	7.5	90
10H-A-DNA_Reads_non_singletons_gap	1.784827159	Total	Temp	Maintained	25	7.5	90
11H-A-DNA_Reads_non_singletons_gap	1.82294665	Total	Temp	Maintained	25	7.5	90
13H-A-DNA_Reads_non_singletons_gap	2.131194651	Total	Temp	Perturbed	15	6	90
14H-A-DNA_Reads_non_singletons_gap	1.931922398	Total	Temp	Perturbed	15	6	90
15H-A-DNA_Reads_non_singletons_gap	2.087746468	Total	Temp	Perturbed	15	6	90
17H-A-DNA_Reads_non_singletons_gap	1.808257562	Total	Temp	Perturbed	15	4.5	90
18H-A-DNA_Reads_non_singletons_gap	1.88463318	Total	Temp	Perturbed	15	4.5	90
19H-A-DNA_Reads_non_singletons_gap	1.79110645	Total	Temp	Perturbed	15	4.5	90
21H-A-DNA_Reads_non_singletons_gap	1.989264312	Total	Temp	Perturbed	15	7.5	90
22H-A-DNA_Reads_non_singletons_gap	1.633497239	Total	Temp	Perturbed	15	7.5	90
23H-A-DNA_Reads_non_singletons_gap	1.608999648	Total	Temp	Perturbed	15	7.5	90
26H-A-DNA_Reads_non_singletons_gap	1.972844544	Total	Temp	Perturbed	35	6	90
27H-A-DNA_Reads_non_singletons_gap	2.105626804	Total	Temp	Perturbed	35	6	90
28H-A-DNA_Reads_non_singletons_gap	2.132314797	Total	Temp	Perturbed	35	6	90
29H-A-DNA_Reads_non_singletons_gap	1.253879484	Total	Temp	Perturbed	35	4.5	90
30H-A-DNA_Reads_non_singletons_gap	1.175184465	Total	Temp	Perturbed	35	4.5	90
31H-A-DNA_Reads_non_singletons_gap	1.220622253	Total	Temp	Perturbed	35	4.5	90
33H-A-DNA_Reads_non_singletons_gap	2.101488424	Total	Temp	Perturbed	35	7.5	90
34H-A-DNA_Reads_non_singletons_gap	2.175177429	Total	Temp	Perturbed	35	7.5	90
35H-A-DNA_Reads_non_singletons_gap	2.205692859	Total	Temp	Perturbed	35	7.5	90
37H-A-DNA_Reads_non_singletons_gap	2.16339359	Total	pH	Maintained	25	6	90
38H-A-DNA_Reads_non_singletons_gap	2.122171755	Total	pH	Maintained	25	6	90
39H-A-DNA_Reads_non_singletons_gap	2.107994044	Total	pH	Maintained	25	6	90
41H-A-DNA_Reads_non_singletons_gap	2.233572969	Total	pH	Maintained	15	6	90
42H-A-DNA_Reads_non_singletons_gap	2.271436983	Total	pH	Maintained	15	6	90
43H-A-DNA_Reads_non_singletons_gap	2.269327869	Total	pH	Maintained	15	6	90
45H-A-DNA_Reads_non_singletons_gap	1.97389047	Total	pH	Maintained	35	6	90
46H-A-DNA_Reads_non_singletons_gap	1.878628533	Total	pH	Maintained	35	6	90
47H-A-DNA_Reads_non_singletons_gap	1.730461808	Total	pH	Maintained	35	6	90
49H-A-DNA_Reads_non_singletons_gap	1.559522353	Total	pH	Perturbed	25	4.5	90
50H-A-DNA_Reads_non_singletons_gap	1.526403707	Total	pH	Perturbed	25	4.5	90
51H-A-DNA_Reads_non_singletons_gap	1.15289331	Total	pH	Perturbed	25	4.5	90
53H-A-DNA_Reads_non_singletons_gap	2.003715429	Total	pH	Perturbed	15	4.5	90
54H-A-DNA_Reads_non_singletons_gap	1.903642195	Total	pH	Perturbed	15	4.5	90
55H-A-DNA_Reads_non_singletons_gap	1.997637514	Total	pH	Perturbed	15	4.5	90
57H-A-DNA_Reads_non_singletons_gap	1.763651791	Total	pH	Perturbed	35	4.5	90
58H-A-DNA_Reads_non_singletons_gap	1.785784928	Total	pH	Perturbed	35	4.5	90
59H-A-DNA_Reads_non_singletons_gap	1.811886152	Total	pH	Perturbed	35	4.5	90
62H-A-DNA_Reads_non_singletons_gap	1.825987109	Total	pH	Perturbed	25	7.5	90
63H-A-DNA_Reads_non_singletons_gap	1.794079501	Total	pH	Perturbed	25	7.5	90
64H-A-DNA_Reads_non_singletons_gap	1.852751369	Total	pH	Perturbed	25	7.5	90
65H-A-DNA_Reads_non_singletons_gap	2.211463638	Total	pH	Perturbed	15	7.5	90
66H-A-DNA_Reads_non_singletons_gap	2.256792211	Total	pH	Perturbed	15	7.5	90
67H-A-DNA_Reads_non_singletons_gap	2.191347976	Total	pH	Perturbed	15	7.5	90
69H-A-DNA_Reads_non_singletons_gap	1.945212038	Total	pH	Perturbed	35	7.5	90
70H-A-DNA_Reads_non_singletons_gap	1.795562465	Total	pH	Perturbed	35	7.5	90
71H-A-DNA_Reads_non_singletons_gap	1.820783852	Total	pH	Perturbed	35	7.5	90
AOA65_Reads_non_singletons_gap	0.56303661	Active	Temp	Perturbed	35	7.5	90
AOA66_Reads_non_singletons_gap	1.622590275	Active	Temp	Perturbed	35	7.5	90
AOA68_Reads_non_singletons_gap	0.587990665	Active	Temp	Perturbed	35	7.5	90
AOA73_Reads_non_singletons_gap	0.610388505	Active	pH	Maintained	25	6	90
AOA74_Reads_non_singletons_gap	1.125821082	Active	pH	Maintained	25	6	90
AOA76_Reads_non_singletons_gap	2.181058004	Active	pH	Maintained	25	6	90
AOA81_Reads_non_singletons_gap	2.014348086	Active	pH	Maintained	15	6	90
AOA83_Reads_non_singletons_gap	1.79366819	Active	pH	Maintained	15	6	90
AOA84_Reads_non_singletons_gap	1.740254422	Active	pH	Maintained	15	6	90
AOA97_Reads_non_singletons_gap	1.766472385	Active	pH	Perturbed	25	4.5	90
AOA99_Reads_non_singletons_gap	1.740781635	Active	pH	Perturbed	25	4.5	90
AOA100_Reads_non_singletons_gap	1.358623084	Active	pH	Perturbed	25	4.5	90
Sample101	0	Active	pH	Perturbed	15	4.5	90
Sample102	0	Active	pH	Perturbed	15	4.5	90
Sample103	0	Active	pH	Perturbed	15	4.5	90
Sample104	0	Active	pH	Perturbed	35	4.5	90
Sample105	0	Active	pH	Perturbed	35	4.5	90
Sample106	0	Active	pH	Perturbed	35	4.5	90
AOA123_Reads_non_singletons_gap	1.443611829	Active	pH	Perturbed	25	7.5	90
Sample124	0	Active	pH	Perturbed	15	7.5	90
Sample125	0	Active	pH	Perturbed	15	7.5	90
Sample126	0	Active	pH	Perturbed	15	7.5	90
AOA138_Reads_non_singletons_gap	1.519842539	Active	pH	Perturbed	35	7.5	90
AOA139_Reads_non_singletons_gap	0.618117867	Active	pH	Perturbed	35	7.5	90
AOA140_Reads_non_singletons_gap	0.195647846	Active	pH	Perturbed	35	7.5	90
Macrogen_AOA_17	1.791531863	Active	Temp	Maintained	25	7.5	90
NBAF01-A1_Reads_non_singletons_gap	1.532447176	Active	Temp	Maintained	25	6	90
NBAF02-A2_Reads_non_singletons_gap	1.203782333	Active	Temp	Maintained	25	6	90
NBAF03-A3_Reads_non_singletons_gap	1.162763479	Active	Temp	Maintained	25	6	90
NBAF07-A7_Reads_non_singletons_gap	1.625714413	Active	Temp	Maintained	25	4.5	90
NBAF08-A8_Reads_non_singletons_gap	1.65666397	Active	Temp	Maintained	25	4.5	90
NBAF09-A9_Reads_non_singletons_gap	1.463955375	Active	Temp	Maintained	25	4.5	90
NBAF13-A13_Reads_non_singletons_gap	1.111578272	Active	Temp	Perturbed	15	6	90
NBAF14-A14_Reads_non_singletons_gap	1.075623906	Active	Temp	Perturbed	15	6	90
NBAF15-A15_Reads_non_singletons_gap	1.127308649	Active	Temp	Perturbed	15	6	90
Sample16	0	Active	Temp	Perturbed	15	4.5	90
Sample17	0	Active	Temp	Perturbed	15	4.5	90
Sample18	0	Active	Temp	Perturbed	15	4.5	90
NBAF19-A19_Reads_non_singletons_gap	0.483176117	Active	Temp	Perturbed	35	6	90
NBAF20-A20_Reads_non_singletons_gap	0.382299292	Active	Temp	Perturbed	35	6	90
NBAF21-A21_Reads_non_singletons_gap	0.564507012	Active	Temp	Perturbed	35	6	90
Sample22	0	Active	Temp	Perturbed	35	4.5	90
Sample23	0	Active	Temp	Perturbed	35	4.5	90
Sample24	0	Active	Temp	Perturbed	35	4.5	90
NBAF26-A26_Reads_non_singletons_gap	1.26239432	Active	Temp	Maintained	25	7.5	90
NBAF27-A27_Reads_non_singletons_gap	1.450840345	Active	Temp	Maintained	25	7.5	90
NBAF31-A31_Reads_non_singletons_gap	0.82652229	Active	Temp	Perturbed	15	7.5	90
